clg_name,rating,fees,pkg,STATE,CLG_ID
"Presidency University, Kolkata",8.1,,680000,WB,WBPr8
"Seacom Skills University - [SSU], Birbhum",8.1,82000,9100000,WB,WBSe8
"St. Thomas College of Engineering and Technology - [STCET], Kolkata",8.1,112200,550000,WB,WBSt8
"Indian Institute of Engineering Science and Technology - [IIEST] Shibpur, Howrah",8.1,142000,500000,WB,WBIn8
"The Neotia University - [TNU], Kolkata",8.1,146000,3450000,WB,WBTh8
"Indian Maritime University - [IMU], Kolkata",8.1,225000,4564000,WB,WBIn8
"Brainware University, Kolkata",8.1,464600,2400000,WB,WBBr8
"Amity University, Kolkata",8.2,188000,1800000,WB,WBAm8
"MCKV Institute of Engineering - [MCKVIE], Kolkata",8.2,400000,1500000,WB,WBMC8
"Hooghly Engineering and Technology College - [HETC], Hooghly",8.3,105600,300000,WB,WBHo8
"Camellia School of Engineering and Technology - [CSET], Kolkata",8.4,63000,1200000,WB,WBCa8
"Sister Nivedita University - [SNU], Kolkata",8.4,149500,1800000,WB,WBSi8
"Jadavpur University - [JU], Kolkata",8.5,10000,1100000,WB,WBJa8
"St. Mary's Technical Campus, Kolkata",8.5,60000,1000000,WB,WBSt8
"JIS College of Engineering - [JISCE], Kolkata",8.5,408000,3600000,WB,WBJI8
