clg_name,fees,avg_pkg,rating
"Renaissance University - [RU], Indore","₹ 80,000","₹ 12,00,000",8.6 / 10
"Jawahar Engineering College, Chennai","₹ 50,000","₹ 2,40,000",6.9 / 10
"World College of Technology and Management - [WCTM], Gurgaon","₹ 70,000","₹ 3,00,000",7.5 / 10
"Adhi College of Engineering and Technology - [ACET], Kanchipuram","₹ 2,00,000","₹ 5,10,000",7.2 / 10
"Adichunchanagiri Institute of Technology- [AIT], Chikmagalur","₹ 2,35,000","₹ 42,00,000",6.3 / 10
"Aligarh College of Engineering and Technology - [ACET], Aligarh","₹ 3,80,000","₹ 5,18,000",7.5 / 10
"Allenhouse Institute of Technology, Kanpur","₹ 60,000","₹ 21,00,000",8 / 10
"Amrita School of Engineering - [ASE], Coimbatore","₹ 3,35,000","₹ 4,60,000",7.8 / 10
"Anjalai Ammal Mahalingam Engineering College - [AAMEC], Thiruvarur","₹ 64,005","₹ 12,00,000",6.8 / 10
"CSI College of Engineering - [CSICE], The Nilgiris","₹ 89,400","₹ 4,50,000",7.4 / 10
"Channabasaveshwara Institute of Technology - [CIT], Tumkur","₹ 2,38,000","₹ 23,00,000",7 / 10
"Chirala Engineering College - [CEC], Chirala","₹ 1,80,000","₹ 2,50,000",7.5 / 10
"EASA College of Engineering and Technology - [ECET], Coimbatore","₹ 50,000","₹ 3,00,000",7.7 / 10
"GM Institute of Technology - [GMIT], Davanagere","₹ 1,30,000","₹ 2,40,000",7.7 / 10
"Gates Institute of Technology-[GIT], Anantapur","₹ 41,000","₹ 10,00,000",8.9 / 10
"Geeta Engineering College - [GEC], Panipat","₹ 91,000","₹ 4,50,000",8.4 / 10
"Gharda Institute of Technology-[GIT], Ratnagiri","₹ 69,549","₹ 29,36,000",7.6 / 10
"Government Engineering College, Patan","₹ 1,500","₹ 3,30,000",6.6 / 10
"Govind Ballabh Pant Engineering College - [GBPEC], Garhwal","₹ 69,015","₹ 5,00,000",7.5 / 10
"Hooghly Engineering and Technology College - [HETC], Hooghly","₹ 1,05,600","₹ 3,00,000",8.3 / 10
"Institute of Engineering & Technology, Ropar","₹ 89,775","₹ 3,50,000",7.3 / 10
"Info Institute of Engineering - [IIE], Coimbatore","₹ 60,000","₹ 3,50,000",7.2 / 10
"Institute of Road and Transport Technology - [IRTTECH], Erode","₹ 66,865","₹ 4,75,000",7.5 / 10
"Jawaharlal Nehru National College of Engineering - [JNNCE], Shimoga","₹ 1,90,468","₹ 35,00,000",8.4 / 10
"KMEA Engineering College - [KMEA EC], Aluva","₹ 57,900","₹ 21,00,000",8 / 10
"Kalpataru Institute of Technology - [KIT], Tiptur","₹ 1,27,720","₹ 4,00,000",6.7 / 10
"Karpaga Vinayaga College of Engineering and Technology - [KVCET], Chennai","₹ 2,00,000","₹ 28,50,000",7.3 / 10
"Konkan Gyanpeeth College of Engineering - [KGCE], Karjat","₹ 92,000","₹ 3,15,000",6.3 / 10
"Krupajal Engineering College - [KEC], Bhubaneswar","₹ 72,000","₹ 8,00,000",7.4 / 10
"LDRP Institute of Technology and Research - [LDRPITR], Gandhinagar","₹ 1,08,000","₹ 21,00,000",7.9 / 10
"L.J. Institute of Engineering and Technology - [LJIET], Ahmedabad","₹ 73,000","₹ 10,00,000",7.2 / 10
"Malwa Institute of Technology - [MIT], Indore","₹ 64,200","₹ 4,80,000",8.3 / 10
"Mangalore Institute of Technology and Engineering - [MITE], Mangalore","₹ 91,246","₹ 16,00,000",7.7 / 10
"Modern Education Society's College of Engineering - [MESCOE], Pune","₹ 1,09,050","₹ 4,00,000",7.9 / 10
"Modern Institute of Engineering and Technology - [MIET], Hooghly","₹ 88,000","₹ 8,00,000",7.8 / 10
"Neotia Institute of Technology Management and Science - [NITMAS], Kolkata","₹ 1,30,200","₹ 18,00,000",6.3 / 10
"Prakasam Engineering College - [PEC], Prakasam","₹ 53,850","₹ 3,60,000",7.4 / 10
"Prince Shri Venkateshwara Padmavathy Engineering College - [PSVPEC], Chennai","₹ 50,000","₹ 10,00,000",7.9 / 10
"QIS College of Engineering and Technology - [QISCET], Ongole","₹ 78,000","₹ 4,97,000",7.9 / 10
"RK College of Engineering - [RKCE], Vijayawada","₹ 1,06,850","₹ 18,00,000",7.1 / 10
"Rajiv Gandhi Institute of Technology - [RGIT], Mumbai","₹ 1,20,000","₹ 9,00,000",7.1 / 10
"SVS College of Engineering - [SVSCE], Coimbatore","₹ 45,000","₹ 1,80,000",7.7 / 10
"Sasi Institute of Technology & Engineering - [SITE], Tadepalligudem","₹ 45,700","₹ 2,40,000",6.3 / 10
"Shivajirao S Jondhale College of Engineering - [SSJCE], Thane","₹ 97,380","₹ 4,50,000",7.4 / 10
"Shree Devi Institute of Technology - [SDIT], Mangalore","₹ 1,00,000","₹ 32,00,000",7.1 / 10
"Sinhgad Academy of Engineering - [SAE] Kondhawa, Pune","₹ 97,000","₹ 3,00,000",7.5 / 10
"Sir Visvesvaraya Institute Of Technology - [SVIT] Chincholi, Nashik","₹ 91,867","₹ 12,50,000",7.6 / 10
"Sree Dattha Institute of Engineering and Science - [SDES], Rangareddy","₹ 82,000","₹ 4,00,000",7.1 / 10
"Sri Vijaya Vittala Institute of Technology- [VVIT], Bangalore","₹ 1,60,000","₹ 1,55,000",7.9 / 10
"St Joseph Engineering College - [SJEC], Mangalore","₹ 88,130","₹ 3,25,000",6.8 / 10
"Swami Vivekanand College of Engineering - [SVCE], Indore","₹ 58,500","₹ 10,00,000",8.3 / 10
"Syed Ammal Engineering college, Ramanathapuram","₹ 2,00,000","₹ 1,20,000",7.6 / 10
"Tripura Institute of Technology, Agartala","₹ 12,180","₹ 3,00,000",7.1 / 10
"Yagyavalkya Institute of Technology - [YIT], Jaipur","₹ 92,515","₹ 5,16,000",7.6 / 10
"Indian Institute of Carpet Technology - [IICT], Bhadohi","₹ 94,200","₹ 16,20,000",6.9 / 10
"Gojan School of Business and Technology - [GSBT], Chennai","₹ 2,00,000","₹ 2,02,345",8.1 / 10
"CMR Institute of Technology - [CMRIT], Hyderabad","₹ 1,10,000","₹ 3,00,000",7.1 / 10
"PET Engineering College, Tirunelveli","₹ 50,000","₹ 5,50,000",7.2 / 10
"Patel College of Science and Technology - [PCST], Indore","₹ 54,000","₹ 12,00,000",7.8 / 10
"Usha Mittal Institute of Technology - [UMIT], Mumbai","₹ 1,17,061","₹ 9,00,000",8 / 10
"Vaageswari College of Engineering, Karimnagar","₹ 55,000","₹ 4,80,000",6.4 / 10
"Vishveshwarya Group of Institutions - [VGI], Greater Noida","₹ 90,000","₹ 11,29,000",7.4 / 10
"NIIT University - [NU], Neemrana","₹ 3,25,000","₹ 3,50,000",7.6 / 10
"CT Group of Institutions, Jalandhar","₹ 89,080","₹ 4,20,000",6.4 / 10
"Bipin Tripathi Kumaon Institute of Technology, Almora","₹ 71,150","₹ 4,00,000",7.8 / 10
"ABMSP's Anantrao Pawar College of Engineering & Research - [APCOER], Pune","₹ 67,000","₹ 6,00,000",6.5 / 10
"Institute of Technology & Management - [ITM], Aligarh","₹ 55,000","₹ 3,20,000",6.6 / 10
"JCT College of Engineering and Technology, Coimbatore","₹ 50,000","₹ 10,00,000",8.4 / 10
"JIMS Engineering Management Technical Campus- [JEMTEC], Greater Noida","₹ 97,750","₹ 5,50,000",8.5 / 10
"College of Engineering - [COE] Kallooppara, Pathanamthitta","₹ 35,000","₹ 12,00,000",7.6 / 10
"College of Engineering - [CEAL] Attingal, Thiruvananthapuram","₹ 42,952","₹ 4,50,000",6.1 / 10
"Dhanalakshmi Srinivasan College of Engineering - [DSCE], Coimbatore","₹ 55,000","₹ 26,00,000",7.7 / 10
"Vaigai College of Engineering- [VCE], Madurai","₹ 50,000","₹ 3,50,000",7.9 / 10
"Jagannath University, Bahadurgarh","₹ 1,21,000","₹ 5,00,000",7.5 / 10
"Indian Institute of Information Technology, Srirangam","₹ 1,92,250","₹ 5,96,000",7 / 10
"College of Engineering Muttathara, Thiruvananthapuram","₹ 56,705","₹ 11,40,000",5.4 / 10
"Bhopal Institute of Technology & Science - [BITS], Bhopal","₹ 55,000","₹ 5,00,000",7.1 / 10
"St.Mary's Engineering College - [SMEC], Hyderabad","₹ 45,000","₹ 21,00,000",6.8 / 10
"Maharishi University of Information Technology -[MUIT], Noida","₹ 1,50,000","₹ 9,00,000",8.2 / 10
"Meerut Institute of Technology - [MIT], Meerut","₹ 87,500","₹ 2,40,000",7.4 / 10
"Institute of Technology and Management - [ITM], Gorakhpur","₹ 55,000","₹ 4,80,000",7.9 / 10
"VSB College of Engineering Technical Campus, Coimbatore","₹ 55,000","₹ 4,50,000",8 / 10
"Guru Nanak Institutions Technical Campus - [GNITC], Hyderabad","₹ 1,07,000","₹ 12,48,000",7.5 / 10
"Bineswar Brahma Engineering College- [BBEC], Kokrajhar","₹ 12,800","₹ 6,50,000",7.1 / 10
"Institute of Engineering & Technology, Agra","₹ 78,000","₹ 17,50,000",7.3 / 10
"Rawal Institutions, Faridabad","₹ 70,000","₹ 2,40,000",6.6 / 10
"Madhyanchal Professional University - [MPU], Bhopal","₹ 40,000","₹ 18,00,000",8.5 / 10
"Yenepoya Institute of Technology - [YIT], Mangalore","₹ 58,806","₹ 3,25,000",6.9 / 10
"Ramgarh Engineering College - [REC], Ramgarh",--,"₹ 10,20,000",8 / 10
"Katihar Engineering College - [KEC], Katihar",--,"₹ 12,40,000",7.9 / 10
"Sapkal Knowledge Hub - [SKH], Nashik","₹ 77,377","₹ 2,20,000",7.9 / 10
"International School of Engineering - [INSOFE], Bangalore","₹ 3,20,000","₹ 3,00,000",7.6 / 10
"Government Engineering College - [GECK], Kozhikode","₹ 13,710","₹ 41,00,000",7.5 / 10
"BFIT Group of Institutions - [BFIT], Dehradun","₹ 70,000","₹ 3,10,000",7.6 / 10
"AVN Institute of Engineering and Technology - [AVNIET], Ibrahimpatnam, Hyderabad","₹ 95,000","₹ 18,00,000",7.6 / 10
"Amrita Sai Institute of Science and Technology - [ASIST], Krishna","₹ 35,000","₹ 15,00,000",7.1 / 10
"Arya College of Engineering, Jaipur","₹ 96,104","₹ 10,00,000",7.8 / 10
"Bahubali College of Engineering - [BCE], Hassan","₹ 87,220","₹ 3,00,000",7.7 / 10
"Bearys Institute of Technology-[BIT], Mangalore","₹ 75,000","₹ 10,00,000",7.1 / 10
"Bharat Institute of Technology - [BIT], Meerut","₹ 95,000","₹ 2,50,000",7.1 / 10
"Bharati Vidyapeeth College of Engineering - [BVCOE] Navi Mumbai, Mumbai","₹ 1,10,000","₹ 11,00,000",7.3 / 10
"Christ College of Engineering and Technology, Pondicherry","₹ 1,16,000","₹ 19,00,000",6.7 / 10
"College of Engineering Trikaripur, Kasaragod","₹ 43,805","₹ 4,00,000",7.6 / 10
"Coorg Institute of Technology - [CIT], Kodagu","₹ 90,340","₹ 12,00,000",7.3 / 10
"Dr. Sivanthi Aditanar College of engineering - [SACOE], Tiruchendur","₹ 65,000","₹ 3,80,000",8.3 / 10
"G. Pullaiah College of Engineering and Technology - [GPCET], Kurnool","₹ 48,000","₹ 11,75,000",6.3 / 10
"GSSS Institute of Engineering and Technology for Women - [GSSSIETW], Mysore","₹ 85,040","₹ 2,87,000",7.7 / 10
"Genba Sopanrao Moze College of Engineering Balewadi, Pune","₹ 65,000","₹ 5,80,000",7.8 / 10
"Government Engineering College - [GECI], Idukki","₹ 19,800","₹ 25,00,000",6.8 / 10
"Government Engineering College - [GECH], Hassan","₹ 76,360","₹ 6,00,000",7.6 / 10
"Guru Nanak Dev Engineering College - [GNDEC ], Bidar","₹ 81,000","₹ 25,00,000",7.3 / 10
"Haryana Engineering College - [HEC], Yamuna Nagar","₹ 70,000","₹ 3,50,000",8.6 / 10
"Holy Mary Institute of Technology and Science -[HITS], Hyderabad","₹ 66,000","₹ 10,00,000",6.9 / 10
"ITS Engineering College, Greater Noida","₹ 1,05,000","₹ 40,00,000",7.4 / 10
"ILM College of Engineering and Technology - [ILMCET], Ernakulam","₹ 2,74,000","₹ 2,35,000",5.6 / 10
"Indira College of Engineering & Management - [ICEM], Pune","₹ 1,04,000","₹ 16,00,000",6.7 / 10
"Indra Ganesan College of Engineering - [IGCENG], Tiruchirappalli","₹ 50,000","₹ 8,00,000",7.5 / 10
"Jawaharlal Nehru Government Engineering College - [JNGEC], Sundarnagar","₹ 55,000","₹ 37,00,000",6.9 / 10
"K Ramakrishnan College of Technology - [KRCT], Tiruchirappalli","₹ 65,000","₹ 3,25,000",7.6 / 10
"Kalam Institute of Technology - [KIT], Ganjam","₹ 2,12,000","₹ 21,00,000",7.6 / 10
"Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE], Kadapa","₹ 56,700","₹ 2,20,000",7.7 / 10
"Karavali Institute of Technology - [KIT], Mangalore","₹ 80,000","₹ 10,00,000",5.1 / 10
"L.B.S. College of Engineering - [LBSCEK], Kasaragod","₹ 57,620","₹ 6,20,000",7.4 / 10
"Latha Mathavan Engineering College - [LMEC], Madurai","₹ 55,000","₹ 12,00,000",7.4 / 10
"Manipur Institute of Technology - [MIT], Imphal","₹ 69,200","₹ 3,50,000",7.1 / 10
"Modern Institute of Technology and Research Centre -[MITRC], Alwar","₹ 77,750","₹ 12,00,000",7.1 / 10
"Mohandas College of Engineering and Technology - [MCET], Thiruvananthapuram","₹ 50,000","₹ 2,16,316",7.5 / 10
"Narayana Engineering College - [NEC], Nellore","₹ 40,800","₹ 7,00,000",8.1 / 10
"Netaji Subhash Engineering College - [NSEC], Kolkata","₹ 1,44,800","₹ 6,00,000",7.9 / 10
"R.M.K. College of Engineering and Technology - [RMKCET], Thiruvallur","₹ 60,000","₹ 29,63,000",7.1 / 10
"Raipur Institute of Technology - [RITEE], Raipur","₹ 3,04,000","₹ 3,50,000",7.9 / 10
"Rustamji Institute of Technology - [RJIT], Gwalior","₹ 81,136","₹ 12,00,000",6.8 / 10
"SRK Institute of Technology, Vijayawada","₹ 56,000","₹ 3,40,000",8 / 10
"SS College of Engineering, Udaipur","₹ 77,000","₹ 5,00,000",7 / 10
"Shaheed Udham Singh Engineering College - [SUSEC], Mohali","₹ 80,000","₹ 12,00,000",7.4 / 10
"Santhiram Engineering College Nandyal - [SREC], Kurnool","₹ 59,500","₹ 3,70,000",8 / 10
"Shambhunath Institute of Engineering and Technology - [SIET], Allahabad","₹ 79,400","₹ 10,00,000",6.2 / 10
"Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT], Raipur","₹ 72,230","₹ 2,40,000",8.2 / 10
"Siddhant College of Engineering - [SCOE] Sudumbare, Pune","₹ 65,000","₹ 3,00,000",6.8 / 10
"Sipna's College of Engineering and Technology, Amravati","₹ 90,000","₹ 4,12,000",7.9 / 10
"Skyline Institute of Engineering and Technology - [SIET], Greater Noida","₹ 1,10,000","₹ 6,40,000",6.3 / 10
"Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon, Pune","₹ 98,000","₹ 13,80,000",7.9 / 10
"Smt. Indira Gandhi College of Engineering - [SIGCE], Navi Mumbai","₹ 85,660","₹ 4,50,000",8.1 / 10
"SR University - [SRU], Warangal","₹ 2,25,000","₹ 12,00,000",7.1 / 10
"Sree Chaitanya College of Engineering - [SCCE], Karimnagar","₹ 55,000","₹ 12,00,000",7.5 / 10
"Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT], Chickballapur","₹ 32,590","₹ 4,50,000",7.8 / 10
"Sri Muthukumaran Institute of Technology - [SMIT], Chennai","₹ 70,000","₹ 18,00,000",7.3 / 10
"Srinivasa Ramanujan Institute of Technology - [SRIT], Anantapur","₹ 50,200","₹ 7,20,000",7.4 / 10
"St. Joseph's College of Engineering and Technology - [SJCET] Palai, Kottayam","₹ 1,00,400","₹ 5,50,000",7.9 / 10
"T.J.S. Engineering College, Thiruvallur","₹ 60,000","₹ 3,50,000",6.8 / 10
"SRM TRP Engineering College, Tiruchirappalli","₹ 50,000","₹ 5,70,000",7.4 / 10
"Institute of Bioinformatics and Biotechnology - [IBB], Pune","₹ 85,787","₹ 4,00,000",8.3 / 10
"Global Institute of Technology and Management - [GITM], Gurgaon","₹ 85,000","₹ 8,50,000",7.4 / 10
"United Institute of Technology - [UIT], Allahabad","₹ 1,12,025","₹ 2,60,000",8.4 / 10
"Chhatrapati Shivaji Institute of Technology - [CSIT], Durg","₹ 75,000","₹ 12,00,000",8.3 / 10
"Panipat Institute of Engineering & Technology - [PIET], Panipat","₹ 1,54,000","₹ 1,80,000",6.9 / 10
"Sanskar Educational Group - [SEG], Ghaziabad","₹ 90,000","₹ 4,80,000",8 / 10
"Usha Rama College of Engineering and Technology - [URCE], Krishna","₹ 55,200","₹ 7,37,000",6.8 / 10
"Vidya Vikas Institute of Engineering and Technology - [VVIET], Mysore","₹ 1,40,000","₹ 3,50,000",7.1 / 10
"Indus International University - [IIU], Una","₹ 1,10,000","₹ 21,00,000",6.8 / 10
"Yamuna Group Of Institutions - [YGI], Yamuna Nagar","₹ 72,500","₹ 4,20,000",8 / 10
"Shaheed Bhagat Singh State University - [SBSU], Firozpur","₹ 1,14,434","₹ 25,16,000",8.4 / 10
"Amiraj College of Engineering and Technology- [ACET], Ahmedabad","₹ 30,000","₹ 3,00,000",5.4 / 10
"Annamacharya Institute of Technology and Sciences - [AITS], Tirupati","₹ 68,700","₹ 7,00,000",8.8 / 10
"Jai Narain College of Technology & Science - [JNCTS], Bhopal","₹ 55,000","₹ 18,14,000",7.2 / 10
"BVRIT Hyderabad College of Engineering for Women - [BVRITH], Hyderabad","₹ 90,000","₹ 24,00,000",7.2 / 10
"Jhulelal Institute of Technology - [JIT], Nagpur","₹ 93,500","₹ 4,50,000",7.4 / 10
"College of Engineering - [CEK], Karunagapally","₹ 35,000","₹ 7,00,000",8.5 / 10
"MIC College of Technology, Krishna","₹ 36,100","₹ 1,80,000",7.7 / 10
"Guru Nanak Institute of Technology - [GNIT], Kolkata","₹ 1,45,959","₹ 3,75,000",7.9 / 10
"KJ Institute of Engineering and Technology - [KJIT], Vadodara","₹ 60,000","₹ 5,40,000",5.5 / 10
"College of Engineering Aranmula, Pathanamthitta","₹ 56,355","₹ 15,00,000",8.2 / 10
"Raja College of Engineering and Technology, Veerapanjan, Madurai","₹ 81,000","₹ 19,00,000",7.8 / 10
"V V College of Engineering, Tirunelveli","₹ 30,000","₹ 3,60,000",6.4 / 10
"SRM University Vadapalani Campus, Chennai","₹ 2,25,000","₹ 12,40,000",8.4 / 10
"CMR Group of Institutions, Hyderabad","₹ 95,000","₹ 12,00,000",7.6 / 10
"Aryans Group of Colleges, Chandigarh","₹ 1,03,000","₹ 1,92,000",8.3 / 10
"Graphic Era Hill University Bhimtal Campus - [GEHU], Bhimtal","₹ 2,10,500","₹ 4,50,000",8 / 10
"Phonics Group of Institutions - [PGI], Roorkee","₹ 79,900","₹ 2,20,000",7 / 10
"Vindhya Institute of Technology and Science - [VITS], Satna","₹ 53,000","₹ 10,00,000",6.9 / 10
"K.K. Wagh Institute of Engineering Education & Research - [KKWIEER], Nashik","₹ 1,38,225","₹ 8,00,000",8 / 10
"Anna University, College of Engineering - [UCEK], Kanchipuram","₹ 43,810","₹ 2,50,000",7.8 / 10
"Government College of Engineering, Bargur - [GCE], Krishnagiri","₹ 50,000","₹ 12,60,000",7.3 / 10
"Supreme Knowledge Foundation Group of Institutions - [SKFGI], Hooghly","₹ 1,13,700","₹ 4,50,000",7.4 / 10
"Elitte College of Engineering - [ECE], Kolkata","₹ 79,000","₹ 18,00,000",7.6 / 10
"Siddhartha Institute of Technology and Sciences - [SITS], Hyderabad","₹ 63,000","₹ 3,25,000",8.5 / 10
"Institute of Technology & Management - [ITM], Lucknow","₹ 67,400","₹ 5,50,000",8.1 / 10
"Mahendra Institute of Technology - [MIT], Namakkal","₹ 2,00,000","₹ 4,00,000",7 / 10
"Shri Rawatpura Sarkar University - [SRU], Raipur","₹ 45,200","₹ 20,00,000",6.6 / 10
"Saharsa College of Engineering - [SCE], Saharsa",--,"₹ 4,50,000",7.1 / 10
"Supaul College of Engineering - [SCE], Supaul",--,"₹ 14,00,000",6 / 10
"Jorhat Institute of Science and Technology - [JIST], Jorhat",--,"₹ 3,50,000",7.1 / 10
"Sri Shanmugha College of Engineering and Technology - [SSCET], Salem","₹ 55,000","₹ 10,00,000",7.3 / 10
"Government Engineering College - [GEC], Raipur","₹ 82,780","₹ 2,03,000",7.7 / 10
"Government College of Engineering - [GCES] Srirangam, Tiruchirappalli","₹ 50,000","₹ 12,00,000",7.1 / 10
"KIIT College of Engineering, Gurgaon","₹ 75,000","₹ 3,50,000",7.5 / 10
"Bapatla Engineering College - [BEC], Guntur","₹ 61,000","₹ 8,00,000",7.6 / 10
"Guntur Engineering College - [GEC], Guntur","₹ 35,000","₹ 3,00,000",8.4 / 10
"Sri Mittapalli College of Engineering, Guntur","₹ 41,600","₹ 5,50,000",7.1 / 10
"Nutan Maharashtra Institute of Engineering and Technology - [NMIET] Talegaon, Pune","₹ 97,340","₹ 77,00,000",7.4 / 10
"Vignan's Nirula Institute of Technology and Science for Women -[VNIW], Guntur","₹ 35,000","₹ 1,80,000",6.6 / 10
"RV Institute of Technology, Guntur","₹ 35,000","₹ 4,00,000",8.2 / 10
"Chalapathi Institute of Technology - [CIT], Guntur","₹ 35,000","₹ 3,60,000",7 / 10
"Giani Zail Singh Campus College of Engineering and Technology - [GZSCCET], Bathinda","₹ 1,04,100","₹ 12,00,000",7.1 / 10
"Zakir Hussain College of Engineering and Technology - [ZHCET], Aligarh","₹ 18,040","₹ 3,00,000",7.8 / 10
"Adamas Institute of Technology - [AIT], Kolkata","₹ 1,09,600","₹ 6,00,000",6.6 / 10
"ABIT Group of Institutions - [ABIT], Cuttack","₹ 81,600","₹ 3,58,000",7.8 / 10
"Akshaya Institute of Technology - [AIT], Tumkur","₹ 1,20,000","₹ 7,50,000",7.5 / 10
"Alpha College of Engineering, Bangalore","₹ 65,340","₹ 4,50,000",7.2 / 10
"Angadi Institute of Technology and Management - [AITM], Belgaum","₹ 90,000","₹ 10,00,000",6.9 / 10
"Annamacharya Institute of Technology and Science - [AITS], Rajampet","₹ 68,700","₹ 3,25,000",8.4 / 10
"Appa Institute of Engineering and Technology - [AIET], Gulbarga",--,"₹ 16,50,000",5.8 / 10
"Aurora's Technological and Research Institute - [ATRI], Hyderabad","₹ 72,000","₹ 7,20,000",7.7 / 10
"BGS Institute of Technology - [BGSIT], Mandya","₹ 2,00,000","₹ 5,50,000",8.3 / 10
"BIT Institute of Technology, Anantapur","₹ 50,200","₹ 20,00,000",7.9 / 10
"BRCM College of Engineering and Technology - [BRCMCET], Bhiwani","₹ 91,400","₹ 10,00,000",8 / 10
"BABA Institute of Technology and Sciences - [BITS-VIZAG], Visakhapatnam","₹ 30,000","₹ 7,00,000",7.5 / 10
"Balaji Institute of Technology and Science - [BITS], Warangal","₹ 50,000","₹ 3,50,000",7.3 / 10
"Ballari Institute of Technology and Management - [BITM], Bellary","₹ 2,26,680","₹ 15,00,000",8.4 / 10
"Birbhum Institute of Engineering and Technology - [BIET], Birbhum","₹ 70,700","₹ 3,20,000",6.8 / 10
"Brindavan College of Engineering - [BCE], Bangalore","₹ 2,35,000","₹ 10,00,000",8.1 / 10
"CMS College of Engineering - [CMSCE], Namakkal","₹ 50,000","₹ 40,00,000",7.9 / 10
"Camellia Institute of Engineering and Technology - [CIET], Bardhaman","₹ 80,000","₹ 3,50,000",7.2 / 10
"Columbia Institute of Engineering and Technology - [CIET], Raipur",--,"₹ 8,50,000",8 / 10
"DMI Engineering College, Kanyakumari","₹ 60,000","₹ 7,80,000",7.9 / 10
"Datta Meghe College of Engineering Airoli, Navi Mumbai","₹ 1,08,489","₹ 44,00,000",8 / 10
"Delhi Institute of Engineering and Technology - [DIET], Meerut","₹ 55,000","₹ 3,00,000",5.4 / 10
"Zeal Education Society's Zeal College of Engineering and Research - [ZCOER], Pune","₹ 1,10,000","₹ 3,50,000",7.6 / 10
"Dumkal Institute of Engineering & Technology- [DIET], Murshidabad","₹ 59,500","₹ 3,00,000",7.4 / 10
"GGS College of Modern Technology, Mohali","₹ 83,800","₹ 5,00,000",8 / 10
"Gandhi Engineering College - [GEC], Bhubaneswar","₹ 1,00,000","₹ 1,80,000",7.3 / 10
"Government College of Engineering & Textile Technology - [GCETT], Serampore","₹ 53,400","₹ 4,20,000",7.3 / 10
"Gyan Ganga College of Technology - [GGCT], Jabalpur","₹ 70,000","₹ 3,50,000",7.4 / 10
"HI-Tech Institute of Engineering and Technology - [HIET], Ghaziabad","₹ 1,03,000","₹ 12,00,000",5.6 / 10
"Ideal Institute of Engineering - [IIE], Nadia","₹ 86,800","₹ 6,75,000",7 / 10
"ILahia College of Engineering and Technology - [ICET], Muvattupuzha","₹ 75,000","₹ 13,60,000",8.2 / 10
"Infant Jesus College of Engineering - [IJCE], Thoothukudi","₹ 34,000","₹ 2,50,000",7.8 / 10
"KVG College of Engineering - [KVGCE], Sullia","₹ 50,000","₹ 6,50,000",7.6 / 10
"Kalasalingam Institute of Technology - [KIT], Krishnankovil","₹ 2,00,000","₹ 3,00,000",6.4 / 10
"KDK College of Engineering, Nagpur","₹ 1,07,000","₹ 8,00,000",7.5 / 10
"Lingayas Institute of Management and Technology - [LIMAT], Vijayawada","₹ 48,500","₹ 3,34,000",8.5 / 10
"M S Engineering College - [MSEC], Bangalore","₹ 1,50,000","₹ 3,60,000",6.6 / 10
"Manoharbhai Patel Institute of Engineering and Technology - [MIET], Gondiya","₹ 55,000","₹ 14,70,000",7.6 / 10
"Mar Ephraem College of Engineering and Technology - [MECET], Kanyakumari","₹ 1,60,000","₹ 4,00,000",7.5 / 10
"Meenakshi College of Engineering, Chennai","₹ 50,000","₹ 13,40,000",7.7 / 10
"Meghnad Saha Institute of Technology - [MSIT], Kolkata","₹ 1,44,800","₹ 7,00,000",7.3 / 10
"Millia Institute of Technology - [MIT], Purnea","₹ 70,000","₹ 13,00,000",7.5 / 10
"NIE Institute of Technology - [NIEIT], Mysore","₹ 90,340","₹ 3,50,000",7.4 / 10
"Nandha College of Technology - [NCT], Erode","₹ 50,000","₹ 8,00,000",5.1 / 10
"Narayana Engineering College Gudur - [NEC], Nellore","₹ 45,000","₹ 3,60,000",7.4 / 10
"Narayanaguru College of Engineering - [NGCE], Kanyakumari","₹ 40,000","₹ 9,00,000",7.8 / 10
"New Prince Shri Bhavani College of Engineering & Technology - [NPSBCET], Chennai","₹ 65,000","₹ 18,00,000",7.7 / 10
"PDA College of Engineering, Gulbarga","₹ 1,50,000","₹ 3,00,000",7.6 / 10
"Potti Sriramulu College of Engineering and Technology - [PSCMRCET], Vijayawada","₹ 60,000","₹ 48,00,000",7.3 / 10
"Pravara Rural Engineering College - [PREC] Loni, Ahmednagar","₹ 1,13,000","₹ 3,10,000",7.2 / 10
"Pune Vidhyarthi Griha's College of Engineering and Technology - [PVGCOET], Pune","₹ 1,15,397","₹ 5,00,000",7 / 10
"Pydah College of Engineering, Kakinada, East Godavari","₹ 1,06,850","₹ 5,20,000",8.7 / 10
"RR Institute of Technology - [RRIT], Bangalore","₹ 1,95,000","₹ 6,00,000",7.2 / 10
"RVS College of Engineering and Technology, Coimbatore","₹ 50,000","₹ 7,50,000",7.2 / 10
"Rajasthan College of Engineering for Women - [RCEW], Jaipur","₹ 87,498","₹ 3,60,000",8.2 / 10
"Roland Institute of Technology - [RIT], Berhampur","₹ 55,000","₹ 12,00,000",6.3 / 10
"JEPPIAAR SRR Engineering college, Chennai","₹ 45,000","₹ 2,50,000",7.5 / 10
"Saffrony Institute of Technology & S.P.B. Patel Engineering College, Ahmedabad","₹ 81,150","₹ 3,00,000",4.7 / 10
